Program ID,Broad Field,Field,Institution Name,Program Name,Total Faculty (2006),Number of Allocated Faculty (2006),Assistant Professors as a Percent of Total Faculty (2006),Tenured Faculty as a Percent of Total Faculty (2006),Number of Core and New Faculty (2006),Number of Students Enrolled (Fall 2005),Average Annual First Year Enrollment (2002-2006),Percent of Students with Research Assistantships (Fall 2005),Percent of Students with Teaching Assistantships (Fall 2005),Percent of First Year Students with Institutional Fellowships Alone,Percent  of First Year Students with a Combination of Fellowships and Traineeships,Percent of First Year Students with Both Internal Fellowships and Internal Assistantships,Percent of First Year Students with Multiple Internal Assistantships
20019741,Biological and Health Sciences,Genetics and Genomics,University of Georgia,Genetics,37,18.63,19%,78%,21,49,10.2,23.8%,9.9%,0%,0%,4.8%,0%
20020170,Biological and Health Sciences,Genetics and Genomics,University of Iowa,Genetics,48,23.36,21%,79%,48,48,9,81.3%,0%,0%,0%,0%,0%
20027911,Biological and Health Sciences,Genetics and Genomics,University of Memphis,Genetics and Genomics,19,16,11%,53%,13,17,2.2,0%,50%,60%,0%,0%,0%
20035505,Biological and Health Sciences,Genetics and Genomics,University of Michigan-Ann Arbor,Human Genetics,59,16.53,10%,90%,22,11,5.2,18.2%,9.1%,*,*,*,*
20025395,Biological and Health Sciences,Genetics and Genomics,University of Missouri - Columbia,Genetics Area Program,30,9.75,3%,73%,27,15,3.4,93.3%,0%,25%,0%,0%,0%
20050645,Biological and Health Sciences,Genetics and Genomics,University of New Hampshire,Genetics,10,4.86,20%,80%,10,6,0.6,50%,16.7%,*,*,*,*
20045265,Biological and Health Sciences,Genetics and Genomics,University of North Carolina At Chapel Hill,Genetics and Molecular Biology,141,43.63,28%,68%,84,85,15.8,72.9%,0%,0%,60%,0%,0%
20036737,Biological and Health Sciences,Genetics and Genomics,University of Pennsylvania,Biomedical Graduate Studies-Genetics and Genomics,79,54.87,28%,47%,77,74,15,0%,0%,100%,0%,0%,0%
20049740,Biological and Health Sciences,Genetics and Genomics,University of Pittsburgh Pittsburgh Campus,Human Genetics,55,22.57,27%,53%,12,28,5.6,65%,0%,75%,0%,0%,0%
20069241,Biological and Health Sciences,Genetics and Genomics,University of Rochester,Genetics,30,11.53,13%,67%,23,34,7,38.2%,0%,100%,0%,0%,0%
20045825,Biological and Health Sciences,Genetics and Genomics,University of Tennessee,Genome Science and Technology,40,12.15,20%,33%,0,39,9.4,48.6%,24.3%,100%,0%,0%,0%
20046086,Biological and Health Sciences,Genetics and Genomics,University of Texas Hlth Sci Cntr. At Houston\univ. of Texas M.d. Anderson Cancer Cntr.(Uthsch\utmdacc),Human and Molecular Genetics,45,20.13,13%,80%,36,15,87.2,66.7%,0%,*,*,*,*
20018959,Biological and Health Sciences,Genetics and Genomics,University of Texas Southwestern Medical Center At Dallas,Genetics and Development,40,40,45%,53%,40,82,14.6,83.9%,0%,0%,0%,0%,0%
20047603,Biological and Health Sciences,Genetics and Genomics,University of Utah,Human Genetics,24,20.97,33%,54%,22,26,32.4,23.1%,50%,*,*,*,*
20059662,Biological and Health Sciences,Genetics and Genomics,University of Washington,Genome Sciences,113,34.43,10%,60%,47,55,9.2,38.9%,0%,0%,84.6%,0%,0%
20030636,Biological and Health Sciences,Genetics and Genomics,University of Wisconsin-Madison,Genetics,63,16.87,17%,,44,86,15.8,68.2%,0%,0%,0%,0%,0%
20017468,Biological and Health Sciences,Genetics and Genomics,Virginia Commonwealth University,Human Genetics,23,22.36,26%,61%,23,19,4.4,31.6%,0%,0%,0%,0%,100%
20034496,Biological and Health Sciences,Genetics and Genomics,Wake Forest University,Molecular Genetics,40,7.54,15%,63%,0,19,3.8,0%,0%,100%,0%,0%,0%
20034506,Biological and Health Sciences,Genetics and Genomics,Wake Forest University,Molecular and Cellular Pathobiology,27,11.06,19%,63%,13,18,3.4,0%,0%,60%,40%,0%,0%
20069940,Biological and Health Sciences,Genetics and Genomics,Washington University In St. Louis,Molecular Genetics,122,32.32,20%,73%,56,56,8.2,24.5%,0%,66.7%,33.3%,,
20021328,Biological and Health Sciences,Genetics and Genomics,Wayne State University,Molecular Biology and Genetics,14,14,21%,50%,14,20,3,100%,0%,0%,0%,0%,0%
20063519,Biological and Health Sciences,Genetics and Genomics,Yale University,Genetics,76,27.36,8%,74%,29,64,10,0%,0%,15.4%,76.9%,0%,0%
20026488,Biological and Health Sciences,Immunology and Infectious Disease,Baylor College of Medicine,Immunology,49,19.85,18%,67%,28,26,4.8,19.2%,0%,0%,0%,0%,0%
20059206,Biological and Health Sciences,Immunology and Infectious Disease,Boston University,"Immunology, Pathology, & Microbiology",35,15.52,9%,0%,6,30,3.4,34.5%,0%,0%,60%,0%,0%
20018166,Biological and Health Sciences,Immunology and Infectious Disease,Brown University,BIOMED: Pathobiology,67,48.36,19%,18%,52,45,7.6,53.3%,0%,81.8%,0%,0%,0%
20019262,Biological and Health Sciences,Immunology and Infectious Disease,Case Western Reserve University,Pathology,65,37.67,17%,65%,35,38,10.2,0%,0%,83.3%,,,
20015871,Biological and Health Sciences,Immunology and Infectious Disease,Cornell University,Immunology,14,12.84,29%,57%,14,8,2.8,33.3%,0%,33.3%,66.7%,0%,0%
20065478,Biological and Health Sciences,Immunology and Infectious Disease,Cornell University,Weill Grad Sch Med Sci-Immunology & Microbial Pathogenesis,36,36,22%,28%,36,39,6.8,0%,0%,,100%,,
20027131,Biological and Health Sciences,Immunology and Infectious Disease,Drexel University,Microbiology and Immunology,20,12.31,20%,60%,20,35,6.4,0%,0%,100%,0%,0%,0%
20029867,Biological and Health Sciences,Immunology and Infectious Disease,Duke University,Immunology,25,14.92,20%,68%,16,36,7.2,61.1%,0%,50%,0%,0%,0%
20029935,Biological and Health Sciences,Immunology and Infectious Disease,Duke University,Pathology,26,17.04,31%,38%,20,22,6.2,59.1%,0%,20%,0%,0%,0%
20062031,Biological and Health Sciences,Immunology and Infectious Disease,Emory University,Immunology and Molecular Pathogenesis (IMP),47,36.13,28%,62%,42,63,13.2,0%,0%,69.2%,30.8%,0%,0%
20019466,Biological and Health Sciences,Immunology and Infectious Disease,George Washington University,Microbiology and Immunology,12,10.55,42%,50%,11,17,3.2,41.2%,0%,100%,0%,0%,0%
20066192,Biological and Health Sciences,Immunology and Infectious Disease,Harvard University,DMS-Immunology,53,40.3,11%,,53,63,9.6,0%,24.4%,9.1%,72.7%,0%,0%
20048424,Biological and Health Sciences,Immunology and Infectious Disease,Indiana University Purdue University Indianapolis,Microbiology and Immunology,35,33.12,11%,80%,33,38,8.4,23.2%,0%,0%,100%,,
20016524,Biological and Health Sciences,Immunology and Infectious Disease,Iowa State University,Immunobiology,48,15.17,13%,63%,20,20,3,92.9%,7.1%,0%,0%,0%,0%
20016760,Biological and Health Sciences,Immunology and Infectious Disease,Iowa State University,Veterinary Pathology,19,10.51,26%,63%,11,8,2.4,33.3%,0%,0%,0%,0%,0%
20056791,Biological and Health Sciences,Immunology and Infectious Disease,Johns Hopkins University,Immunology,32,20.26,19%,59%,32,36,6.75,0%,0%,28.6%,0%,0%,0%
20056869,Biological and Health Sciences,Immunology and Infectious Disease,Johns Hopkins University,Molecular Microbiology and Immunology,24,21.51,29%,50%,24,1,6.8,0%,0%,,0%,,
20056911,Biological and Health Sciences,Immunology and Infectious Disease,Johns Hopkins University,Pathobiology,51,35.28,16%,39%,43,27,5.4,11.1%,0%,28.6%,14.3%,0%,0%
20028680,Biological and Health Sciences,Immunology and Infectious Disease,Kansas State University,Pathobiology,26,22.15,19%,62%,23,14,4.2,33.3%,0%,,,,
20047124,Biological and Health Sciences,Immunology and Infectious Disease,Michigan State University,Pathobiology and Diagnostic Investigation,41,23.41,7%,73%,26,16,4.6,0%,0%,0%,0%,0%,0%
20060224,Biological and Health Sciences,Immunology and Infectious Disease,Montana State University - Bozeman,VTMB,13,12.5,38%,62%,12,14,3,0%,50%,*,*,*,*
20064411,Biological and Health Sciences,Immunology and Infectious Disease,New York University,Medical Parisitology/Sackler,9,9,33%,33%,9,7,50.6,42.9%,14.3%,0%,0%,0%,0%
20058935,Biological and Health Sciences,Immunology and Infectious Disease,Oregon Health And Science University,Molecular Microbiology and Immunology,39,21.13,3%,79%,22,37,4.4,100%,0%,0%,0%,0%,0%
20041489,Biological and Health Sciences,Immunology and Infectious Disease,North Carolina State University,Immunology,26,16.51,19%,62%,24,17,3.6,0%,0%,66.7%,0%,0%,0%
20056050,Biological and Health Sciences,Immunology and Infectious Disease,Purdue University Main Campus,Veterinary Pathobiology,45,16.89,18%,80%,14,33,4.6,65.2%,13%,0%,0%,0%,0%
20052669,Biological and Health Sciences,Immunology and Infectious Disease,Stanford University,Immunology,37,21.46,11%,68%,23,54,9.8,9.4%,0%,25%,75%,0%,0%
20060596,Biological and Health Sciences,Immunology and Infectious Disease,Thomas Jefferson University,Immunology and Microbial Pathogenesis,33,18.83,21%,,20,32,6.2,0%,0%,100%,0%,0%,0%
20029676,Biological and Health Sciences,Immunology and Infectious Disease,Tufts University,Immunology,24,15.75,17%,50%,24,35,5.8,74.3%,0%,0%,100%,0%,0%
20058812,Biological and Health Sciences,Immunology and Infectious Disease,Uniformed Services University of The Health Sciences,Emerging Infectious Diseases,33,24.17,24%,45%,24,36,9,0%,0%,100%,0%,0%,0%
20048657,Biological and Health Sciences,Immunology and Infectious Disease,University of Alabama At Birmingham,Pathology,23,16.28,13%,65%,21,50,11.2,0%,0%,,100%,,
20034069,Biological and Health Sciences,Immunology and Infectious Disease,University of Arizona,Immunobiology,42,17.25,10%,,12,25,7.4,60%,30%,0%,0%,0%,0%
20060813,Biological and Health Sciences,Immunology and Infectious Disease,University of California-Berkeley,Immunology,19,8.22,16%,74%,10,33,7,39.4%,0%,20%,60%,0%,0%
20061003,Biological and Health Sciences,Immunology and Infectious Disease,University of California-Berkeley,Infectious Diseases and Immunity,16,6.33,6%,88%,14,17,3.2,0%,0%,0%,100%,0%,0%
20067094,Biological and Health Sciences,Immunology and Infectious Disease,University of California-Davis,Comparative Pathology,173,86.26,11%,62%,88,77,18.4,22.2%,0%,29.4%,0%,23.5%,0%
20067256,Biological and Health Sciences,Immunology and Infectious Disease,University of California-Davis,Immunology,45,20.71,11%,56%,28,39,8.4,40%,8.6%,0%,0%,12.5%,12.5%
20053406,Biological and Health Sciences,Immunology and Infectious Disease,University of California-Los Angeles,Immunology & Infectious Disease,27,27,11%,74%,27,74,15.4,23%,0%,80%,20%,0%,0%
20014432,Biological and Health Sciences,Immunology and Infectious Disease,University of Chicago,Immunology,47,23.91,28%,64%,37,39,5.2,55.2%,0%,33.3%,,,
20014526,Biological and Health Sciences,Immunology and Infectious Disease,University of Chicago,Pathology,64,23.46,14%,77%,28,22,3,31.8%,0%,16.7%,0%,0%,0%
20032223,Biological and Health Sciences,Immunology and Infectious Disease,University of Cincinnati Main Campus,Pathobiology and Molecular Medicine,34,31.16,9%,65%,34,15,4.6,26.7%,0%,0%,0%,0%,0%
20027694,Biological and Health Sciences,Immunology and Infectious Disease,University of Colorado Denver (University of Colorado At Denver And Health Sciences Center),Immunology,55,35.45,29%,33%,38,49,5.8,0%,0%,0%,0%,0%,0%
20068611,Biological and Health Sciences,Immunology and Infectious Disease,University of Connecticut,Biomedical Science PhD Immunology,21,14.79,10%,76%,15,29,5.67,84%,0%,0%,0%,0%,0%
20013297,Biological and Health Sciences,Immunology and Infectious Disease,University of Florida,Medical Sciences: Immunology and Microbiology,49,36.36,10%,86%,46,50,10,8%,0%,0%,0%,55.6%,0%
20019806,Biological and Health Sciences,Immunology and Infectious Disease,University of Georgia,Infectious Diseases,21,18.82,24%,57%,19,19,14.4,0%,100%,0%,0%,0%,0%
20020031,Biological and Health Sciences,Immunology and Infectious Disease,University of Georgia,Veterinary Pathology,30,21.15,13%,53%,17,13,3.8,33.3%,0%,0%,0%,0%,0%
20039239,Biological and Health Sciences,Immunology and Infectious Disease,University of Illinois At Urbana-Champaign,Pathobiology,39,23.17,13%,82%,26,19,3,26.3%,10.5%,0%,0%,0%,0%
20020183,Biological and Health Sciences,Immunology and Infectious Disease,University of Iowa,Immunology,28,18.97,18%,79%,28,34,5.8,61.8%,0%,0%,50%,16.7%,0%
20026394,Biological and Health Sciences,Immunology and Infectious Disease,University of Louisville,Microbiology & Immunology,47,29.87,6%,26%,24,34,10,46.9%,0%,100%,0%,0%,0%
20021221,Biological and Health Sciences,Immunology and Infectious Disease,University of Massachusetts At Worcester,Immunology and Virology,60,33.82,27%,43%,46,55,9.6,10.3%,0%,,84.6%,,
20050894,Biological and Health Sciences,Immunology and Infectious Disease,University of Miami,Microbiology and Immunology,57,27.25,14%,77%,24,36,7.4,0%,0%,100%,0%,0%,0%
20035518,Biological and Health Sciences,Immunology and Infectious Disease,University of Michigan-Ann Arbor,Immunology,61,28.79,20%,79%,42,16,4.8,37.5%,0%,*,*,*,*
20035631,Biological and Health Sciences,Immunology and Infectious Disease,University of Michigan-Ann Arbor,Molecular and Cellular Pathology,54,21.14,24%,74%,29,13,4.2,61.5%,0%,50%,50%,0%,0%
20039789,Biological and Health Sciences,Immunology and Infectious Disease,University of Minnesota-Twin Cities,Comparative and Molecular Biosciences,46,26.54,9%,52%,45,29,6.8,76.7%,0%,0%,0%,0%,0%
20025492,Biological and Health Sciences,Immunology and Infectious Disease,University of Missouri - Columbia,Pathobiology Area Program,32,24.93,22%,47%,32,33,9.6,51.5%,0%,0%,0%,0%,0%
20040095,Biological and Health Sciences,Immunology and Infectious Disease,University of Minnesota-Twin Cities,"Microbiology, Immunology and Cancer Biology",78,56.37,23%,69%,76,78,15,60.3%,0%,14.3%,0%,21.4%,0%
20045472,Biological and Health Sciences,Immunology and Infectious Disease,University of North Carolina At Chapel Hill,Pathology,64,34.35,20%,73%,39,31,6.6,41.9%,0%,33.3%,0%,0%,0%
20069678,Biological and Health Sciences,Immunology and Infectious Disease,University of North Texas Health Science Center,Microbiology and Immunology,8,2.67,50%,50%,8,8,1.6,37.5%,0%,100%,0%,0%,0%
20036740,Biological and Health Sciences,Immunology and Infectious Disease,University of Pennsylvania,Biomedical Graduate Studies-Immunology,90,62.36,22%,48%,77,82,14.6,0%,0%,64.3%,35.7%,0%,0%
20049753,Biological and Health Sciences,Immunology and Infectious Disease,University of Pittsburgh Pittsburgh Campus,Immunology,55,43.69,35%,53%,55,31,41,0%,0%,0%,0%,0%,0%
20049779,Biological and Health Sciences,Immunology and Infectious Disease,University of Pittsburgh Pittsburgh Campus,Infectious Diseases and Microbiology,25,16.79,36%,44%,15,26,5.6,92.3%,0%,0%,0%,0%,0%
20069351,Biological and Health Sciences,Immunology and Infectious Disease,University of Rochester,Pathology,27,19.09,15%,63%,17,41,7.4,0%,0%,100%,0%,0%,0%
20046099,Biological and Health Sciences,Immunology and Infectious Disease,University of Texas Hlth Sci Cntr. At Houston\univ. of Texas M.d. Anderson Cancer Cntr.(Uthsch\utmdacc),Immunology,52,27.26,29%,69%,35,27,87.2,33.3%,0%,0%,0%,0%,0%
20046138,Biological and Health Sciences,Immunology and Infectious Disease,University of Texas Hlth Sci Cntr. At Houston\univ. of Texas M.d. Anderson Cancer Cntr.(Uthsch\utmdacc),Molecular Pathology,47,20.2,15%,74%,28,10,87.2,80%,0%,0%,0%,0%,0%
20018962,Biological and Health Sciences,Immunology and Infectious Disease,University of Texas Southwestern Medical Center At Dallas,Immunology,33,32.14,30%,58%,33,51,8.8,71.4%,0%,0%,0%,0%,0%
20047564,Biological and Health Sciences,Immunology and Infectious Disease,University of Utah,Experimental Pathology,24,21.2,29%,58%,21,32,6.6,0%,0%,0%,75%,0%,0%
20059730,Biological and Health Sciences,Immunology and Infectious Disease,University of Washington,Immunology,28,16.36,14%,36%,20,43,8,48.8%,0%,0%,20%,0%,0%
20059882,Biological and Health Sciences,Immunology and Infectious Disease,University of Washington,Pathobiology,72,34.11,13%,31%,38,45,8.4,66.7%,0%,0%,12.5%,12.5%,0%
20059895,Biological and Health Sciences,Immunology and Infectious Disease,University of Washington,Pathology,84,40.63,5%,39%,54,26,5.4,41.7%,0%,0%,16.7%,0%,0%
20030872,Biological and Health Sciences,Immunology and Infectious Disease,University of Wisconsin-Madison,Cellular and Molecular Pathology,38,18.92,32%,,38,30,6,93.3%,0%,0%,0%,0%,0%
20052038,Biological and Health Sciences,Immunology and Infectious Disease,Vanderbilt University,Microbiology & Immunology,65,28.04,14%,75%,27,50,9.8,52%,0%,0%,0%,100%,0%
20017484,Biological and Health Sciences,Immunology and Infectious Disease,Virginia Commonwealth University,Pathology,12,12,25%,67%,12,6,1.4,0%,0%,0%,0%,66.7%,0%
20044428,Biological and Health Sciences,Immunology and Infectious Disease,Virginia Polytechnic Institute And State University,Biomedical and Veterinary Sciences,77,43.81,19%,75%,44,31,9.8,13.8%,55.2%,0%,0%,0%,10%
20034483,Biological and Health Sciences,Immunology and Infectious Disease,Wake Forest University,Microbiology and Immunology,32,12.13,28%,59%,10,34,5.8,0%,0%,100%,0%,0%,0%
20058663,Biological and Health Sciences,Immunology and Infectious Disease,Washington State University,Veterinary Microbiology and Pathology,40,28.53,13%,63%,24,39,7.8,45.9%,0%,0%,10%,0%,0%
20069898,Biological and Health Sciences,Immunology and Infectious Disease,Washington University In St. Louis,Immunology,64,24.83,25%,72%,33,70,12.4,18.8%,0%,100%,,,
20021331,Biological and Health Sciences,Immunology and Infectious Disease,Wayne State University,Immunology and Microbiology,19,17.78,37%,63%,19,16,3.4,81.3%,0%,0%,0%,0%,0%
20021344,Biological and Health Sciences,Immunology and Infectious Disease,Wayne State University,Pathology,24,18.48,21%,58%,22,12,2.8,41.7%,0%,33.3%,33.3%,0%,0%
20063483,Biological and Health Sciences,Immunology and Infectious Disease,Yale University,Experimental Pathology,19,11.77,32%,47%,16,9,1.6,0%,0%,100%,0%,0%,0%
20063577,Biological and Health Sciences,Immunology and Infectious Disease,Yale University,Immunobiology,18,13.23,11%,83%,18,41,4.6,0%,0%,0%,100%,0%,0%
20034991,Biological and Health Sciences,Kinesiology,Arizona State University,Kinesiology,16,14.23,,,15,13,4,58.3%,8.3%,0%,0%,0%,14.3%
20037875,Biological and Health Sciences,Kinesiology,Auburn University,Exercise Science,8,8,13%,88%,8,18,4.6,6.3%,31.3%,0%,0%,0%,60%
20059358,Biological and Health Sciences,Kinesiology,Boston University,Rehabilitation Science,19,17.17,16%,58%,16,14,2,15.4%,0%,100%,0%,0%,0%
20027173,Biological and Health Sciences,Kinesiology,Drexel University,Physical Therapy & Rehabilitation Sciences,8,7.5,38%,38%,7,11,2.8,0%,0%,0%,0%,0%,0%
20051589,Biological and Health Sciences,Kinesiology,Georgia State University,Sports Science,7,7,14%,86%,7,7,2,0%,0%,0%,0%,0%,100%
20046413,Biological and Health Sciences,Kinesiology,Indiana University At Bloomington,Human Performance,33,21.68,21%,64%,17,41,7,0%,0%,0%,0%,100%,0%
20016485,Biological and Health Sciences,Kinesiology,Iowa State University,Health and Human Performance,15,13.27,20%,60%,14,16,3.4,0%,35.7%,0%,60%,0%,0%
20058168,Biological and Health Sciences,Kinesiology,Louisiana State University And Agricultural And Mechanical College,Kinesiology,26,14.53,23%,73%,11,39,7.6,0%,55.6%,0%,0%,0%,0%
20047030,Biological and Health Sciences,Kinesiology,Michigan State University,Kinesiology,48,21.25,15%,79%,11,43,9,4.7%,30.2%,7.7%,0%,30.8%,0%
20028936,Biological and Health Sciences,Kinesiology,Ohio State University Main Campus,Educ: Phys Activity and Educ Services: Kinesiology Major,5,4.98,0%,100%,5,16,4.25,0%,66.7%,0%,0%,0%,0%
