Program ID,Broad Field,Field,Institution Name,Program Name,R Rankings:  5th Percentile,R Rankings:  95th Percentile,S Rankings:  5th Percentile,S Rankings:  95th Percentile,Research Activity:  5th Percentile,Research Activity: 95th Percentile,"Student Support
& Outcomes:  5th Percentile","Student Support & Outcomes:  95th
Percentile",Diversity: 5th Percentile,Diversity:  95th Percentile
20064945,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Rhode Island,Biological Sciences,67,106,97,116,99,118,64,116,35,85
20069131,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Rochester,Biology,21,46,25,65,25,80,30,108,25,73
20067706,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Carolina Columbia,Biological Sciences,32,69,29,82,20,70,10,74,40,92
20067719,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Carolina Columbia,Biomedical Sciences,97,119,62,108,46,100,1,23,13,29
20024781,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Florida,Biology,48,82,60,105,68,111,6,59,70,109
20024914,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Florida,Medical Sciences,32,80,33,81,25,78,18,84,30,81
20032744,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Southern Mississippi,Biological Sciences,69,107,68,112,59,114,11,80,106,118
20046109,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Texas Hlth Sci Cntr. At Houston\univ. of Texas M.d. Anderson Cancer Cntr.(Uthsch\utmdacc),Interdisciplinary Biomedical Sciences,9,22,5,22,4,27,17,91,15,31
20018975,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Texas Southwestern Medical Center At Dallas,Integrative Biology,17,37,7,29,4,26,38,110,24,66
20043584,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Toledo,Molecular Basis of Disease,35,76,28,74,35,97,11,83,27,71
20047467,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Utah,Biology,25,56,35,88,21,72,22,104,100,117
20027490,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Vermont,Biology,47,92,38,98,31,99,35,109,24,72
20023193,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Virginia,Biology,28,61,26,67,26,78,32,111,17,51
20059510,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Washington,Botany,25,54,24,58,29,78,28,108,18,53
20059808,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Washington,Molecular and Cellular Biology,5,14,3,19,6,31,17,90,48,100
20060046,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Washington,Zoology,19,35,24,56,29,82,25,99,34,85
20030490,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Wisconsin-Madison,Comparative Biomedical Sciences,19,43,16,49,17,68,31,108,91,112
20062549,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Utah State University,Biology (SCI),42,104,28,82,43,110,60,116,49,98
20062769,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Utah State University,Range Science (NR),102,120,86,116,60,112,4,81,114,119
20062808,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Utah State University,Wildlife Biology (NR),87,116,59,114,36,103,7,108,64,111
20051864,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Vanderbilt University,Biological Sciences,23,44,21,56,21,67,9,73,82,109
20044392,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Virginia Polytechnic Institute And State University,Biological Sciences -,41,82,39,85,49,100,9,79,110,118
20034454,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Wake Forest University,Biology,68,99,70,110,72,112,16,104,29,87
20021386,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Wayne State University,Biological Sciences,60,96,60,102,84,113,43,111,21,64
20070599,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Western Michigan University,Biological Sciences,98,120,117,121,80,115,120,121,23,72
20049407,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Wright State University Main Campus,Biomedical Sciences,65,101,54,100,60,107,10,80,32,86
20063580,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Yale University,Investigative Medicine,13,32,2,14,3,19,1,19,79,111
20063661,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Yale University,"Molecular, Cellular & Developmental Biology",4,12,2,13,3,16,39,111,35,85
20035042,Biological and Health Sciences,Cell and Developmental Biology,Arizona State University,Molecular and Cellular Biology,40,99,48,107,44,108,23,103,65,100
20026459,Biological and Health Sciences,Cell and Developmental Biology,Baylor College of Medicine,Cell & Molecular Biology,24,90,6,40,5,53,24,96,12,43
20026475,Biological and Health Sciences,Cell and Developmental Biology,Baylor College of Medicine,Developmental Biology,15,82,8,44,9,60,12,93,46,82
20026491,Biological and Health Sciences,Cell and Developmental Biology,Baylor College of Medicine,Molecular & Cellular Biology,11,45,5,34,5,48,38,107,42,81
20059280,Biological and Health Sciences,Cell and Developmental Biology,Boston University,Pathology & Cell and Molecular Biology,45,99,50,104,53,110,31,103,48,85
20018140,Biological and Health Sciences,Cell and Developmental Biology,Brown University,"BIOMED: Molecular Biology, Cell Biology, and Biochemistry",29,92,66,109,56,110,63,116,43,84
20037163,Biological and Health Sciences,Cell and Developmental Biology,Carnegie Mellon University,Biological Sciences,28,97,64,110,54,111,29,99,22,61
20056270,Biological and Health Sciences,Cell and Developmental Biology,Colorado State University,Cell & Molecular Biology,104,121,108,121,85,118,88,120,71,108
20057486,Biological and Health Sciences,Cell and Developmental Biology,Columbia University In The City of New York,Cell Biology and Pathobiology,12,59,16,75,8,68,60,119,66,104
20065452,Biological and Health Sciences,Cell and Developmental Biology,Cornell University,Weill Graduate School of Medical Sciences - Cell Biology & Genetics,7,43,23,82,5,38,66,116,53,90
20029841,Biological and Health Sciences,Cell and Developmental Biology,Duke University,Cell Biology,13,47,21,82,21,89,13,84,83,112
20029883,Biological and Health Sciences,Cell and Developmental Biology,Duke University,Molecular Cancer Biology,7,28,3,27,4,36,5,72,73,107
20061922,Biological and Health Sciences,Cell and Developmental Biology,Emory University,"Biochemistry, Cell and Developmental Biology (BCDB)",15,77,14,68,9,65,4,57,19,65
20022961,Biological and Health Sciences,Cell and Developmental Biology,Georgetown University,Cell Biology,24,97,46,106,60,112,13,104,14,65
20066189,Biological and Health Sciences,Cell and Developmental Biology,Harvard University,DMS-Biological and Biomedical Sciences,1,2,2,11,3,23,33,101,60,99
20023096,Biological and Health Sciences,Cell and Developmental Biology,Georgetown University,Tumor Biology,21,71,11,65,10,73,15,86,46,89
20046510,Biological and Health Sciences,Cell and Developmental Biology,Indiana University At Bloomington,Molecular Cellular & Developmental Biology,41,96,58,104,83,113,8,76,12,45
20016605,Biological and Health Sciences,Cell and Developmental Biology,Iowa State University,"Molecular, Cellular, & Developmental Biology",50,104,46,101,82,116,4,56,46,89
20056526,Biological and Health Sciences,Cell and Developmental Biology,Johns Hopkins University,Cell Biology,7,64,10,57,7,65,29,109,10,44
20056539,Biological and Health Sciences,Cell and Developmental Biology,Johns Hopkins University,Cellular & Molecular Medicine,4,19,2,17,4,37,14,81,27,70
20036481,Biological and Health Sciences,Cell and Developmental Biology,Loyola University Chicago,"Cell Biology, Neurobiology, & Anatomy",94,121,96,117,71,114,3,79,61,98
20039394,Biological and Health Sciences,Cell and Developmental Biology,Lehigh University,Biological Sciences,37,119,111,122,104,119,40,117,20,68
20033196,Biological and Health Sciences,Cell and Developmental Biology,Massachusetts Institute of Technology,Biology/Cell and Developmental,1,2,1,3,1,1,62,116,55,94
20021111,Biological and Health Sciences,Cell and Developmental Biology,Miami University,Botany,90,119,112,121,115,121,32,112,14,51
20046785,Biological and Health Sciences,Cell and Developmental Biology,Michigan State University,Cell and Molecular Biology,61,109,41,99,43,103,17,92,20,62
20064181,Biological and Health Sciences,Cell and Developmental Biology,New York University,Cell and Developmental Biology,60,109,33,101,24,100,31,110,22,55
20062196,Biological and Health Sciences,Cell and Developmental Biology,New Mexico State University Main Campus,Biology,99,121,68,112,69,116,76,120,1,6
20064194,Biological and Health Sciences,Cell and Developmental Biology,New York University,Cellular & Molecular Biology/Sackler Inst,11,47,11,60,11,76,9,75,20,62
20064262,Biological and Health Sciences,Cell and Developmental Biology,New York University,Developmental Genetics/Cackler,14,76,6,44,10,69,4,77,4,16
